1,0.0002301797067048028
6,0.006201893091201782
11,0.00026191247161477804
16,2.8880684112664312e-05
21,5.533146031666547e-05
26,8.972569776233286e-05
31,2.7980160666629672e-05
36,0.0005130883655510843
41,0.0001593022607266903
46,2.2052192434784956e-05
51,8.127078763209283e-05
56,2.5970701244659722e-05
61,4.729535066871904e-05
66,8.968446491053328e-05
71,0.00023298230371437967
76,0.0006618273910135031
81,0.00010504040983505547
86,0.0001537525822641328
91,0.005445033311843872
96,0.0007808078080415726
101,0.00639072060585022
106,0.0012313149636611342
111,0.00019486143719404936
116,0.000892837590072304
121,0.0022011392284184694
126,3.282787656644359e-05
131,0.0003944712516386062
136,4.2682218918344006e-05
141,0.0005603731260634959
146,0.0011444487608969212
151,0.00041556349606253207
156,1.5561932741547935e-05
161,0.0004218792309984565
166,0.0009965026983991265
171,0.0031037619337439537
176,0.0009456488769501448
181,0.0005349594866856933
186,0.00010292442311765626
191,0.00021433259826153517
196,5.639441587845795e-05
201,0.010224195197224617
206,0.0025175511837005615
211,0.0006179098854772747
216,5.812812378280796e-05
221,0.002368644345551729
226,2.8753161132044625e-06
231,0.00045006966684013605
236,0.0011422100942581892
241,5.9039739426225424e-05
1,0.014258082024753094
6,0.0036064754240214825
11,0.001459517632611096
16,0.00015538145089522004
21,1.8784141502692364e-05
26,0.0003938449081033468
31,0.0015315711498260498
36,0.007230542134493589
41,0.00048825604608282447
46,0.0008233197149820626
51,6.319411477306858e-05
56,0.00016094125749077648
61,0.00020786009554285556
66,0.013076812028884888
71,0.0006428031483665109
76,3.8035593661334133e-06
81,0.00027880072593688965
86,5.4737163736717775e-05
91,0.0001884783705463633
96,8.214109402615577e-05
101,0.00012484857870731503
106,1.9668574168463238e-05
111,0.0005612262175418437
116,4.1376730223419145e-05
121,0.019744783639907837
126,0.00038623809814453125
131,0.0006191104184836149
136,0.0007361976895481348
141,0.04870748519897461
146,0.012772977352142334
151,1.8517104763304815e-05
156,0.010545521974563599
161,3.571444176486693e-05
166,0.004936844110488892
171,0.00012904538016300648
176,0.0016887784004211426
181,1.1904899110959377e-05
186,2.986650179082062e-05
191,1.5764962881803513e-05
196,0.0009530372335575521
201,0.007034177891910076
206,0.0009795129299163818
211,2.0939958631061018e-05
216,6.302379915723577e-05
221,0.011065125465393066
226,2.2887268642080016e-05
231,9.30231690290384e-05
236,0.0020298659801483154
241,6.51905284030363e-05
1,1.814386087062303e-05
6,9.404934826306999e-05
11,1.6265617887256667e-05
16,8.43102898215875e-05
21,0.0010932631557807326
26,1.9247070667915978e-05
31,0.01946541666984558
36,0.0008592689991928637
41,0.00015885932953096926
46,9.211897850036621e-05
51,4.551955498754978e-05
56,0.0004898036713711917
61,4.177093069301918e-05
66,6.254190520849079e-05
71,0.00018235269817523658
76,0.0004258760600350797
81,3.927364741684869e-05
86,0.0013631883775815368
91,0.00021186938101891428
96,0.0005577219417318702
101,0.00010515837493585423
106,0.0075094327330589294
111,7.093438762240112e-05
116,0.00361565756611526
121,4.084706597495824e-05
126,0.00010600042878650129
131,2.907351517933421e-05
136,0.00033431651536375284
141,3.7774847442051396e-05
146,0.003891170024871826
151,0.006041169166564941
156,1.7019992810674012e-05
161,2.671959919098299e-05
166,4.990267916582525e-05
171,0.00016253154899459332
176,0.013039708137512207
181,0.0033090412616729736
186,0.0005889727617613971
191,0.0007282113656401634
196,4.241077840561047e-05
201,7.768442446831614e-05
206,0.005046218633651733
211,0.004520207643508911
216,0.0003282542456872761
221,6.136565934866667e-05
226,5.237818641035119e-06
231,2.973804294015281e-05
236,0.002221017377451062
241,0.0004622866108547896
1,0.0030986862257122993
6,3.7900452298345044e-05
11,0.0002901309635490179
16,9.970187966246158e-05
21,5.693657658412121e-05
26,0.001151949167251587
31,1.6904688891372643e-05
36,0.021476417779922485
41,6.134570867288858e-05
46,8.340642671100795e-05
51,0.00031517568277195096
56,8.728115790290758e-05
61,6.798767572036013e-05
66,0.00040364215965382755
71,3.646420736913569e-05
76,0.0031841695308685303
